uid, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done
unit.001167, step_1, 2015-09-29 03:38:25.483000, 2015-09-29 03:38:29.818000, 2015-09-29 03:38:30.015000, 2015-09-29 03:38:30.231000, 2015-09-29 03:38:32.771000, 2015-09-29 03:38:33.284000
unit.001168, step_1, 2015-09-29 03:38:25.485000, 2015-09-29 03:38:29.808000, 2015-09-29 03:38:30.011000, 2015-09-29 03:38:30.182000, 2015-09-29 03:38:32.770000, 2015-09-29 03:38:33.282000
unit.001169, step_1, 2015-09-29 03:38:25.487000, 2015-09-29 03:38:29.773000, 2015-09-29 03:38:29.995000, 2015-09-29 03:38:30.049000, 2015-09-29 03:38:31.960000, 2015-09-29 03:38:33.257000
unit.001170, step_1, 2015-09-29 03:38:25.488000, 2015-09-29 03:38:29.787000, 2015-09-29 03:38:30.001000, 2015-09-29 03:38:30.096000, 2015-09-29 03:38:31.962000, 2015-09-29 03:38:33.259000
unit.001171, step_1, 2015-09-29 03:38:25.490000, 2015-09-29 03:38:29.794000, 2015-09-29 03:38:30.004000, 2015-09-29 03:38:30.127000, 2015-09-29 03:38:32.876000, 2015-09-29 03:38:33.292000
unit.001172, step_1, 2015-09-29 03:38:25.492000, 2015-09-29 03:38:29.763000, 2015-09-29 03:38:29.991000, 2015-09-29 03:38:30.026000, 2015-09-29 03:38:31.965000, 2015-09-29 03:38:33.265000
unit.001173, step_1, 2015-09-29 03:38:25.493000, 2015-09-29 03:38:29.780000, 2015-09-29 03:38:29.997000, 2015-09-29 03:38:30.065000, 2015-09-29 03:38:31.961000, 2015-09-29 03:38:33.257000
unit.001174, step_1, 2015-09-29 03:38:25.495000, 2015-09-29 03:38:29.770000, 2015-09-29 03:38:29.992000, 2015-09-29 03:38:30.034000, 2015-09-29 03:38:31.960000, 2015-09-29 03:38:33.256000
unit.001175, step_1, 2015-09-29 03:38:25.496000, 2015-09-29 03:38:29.785000, 2015-09-29 03:38:30, 2015-09-29 03:38:30.088000, 2015-09-29 03:38:31.965000, 2015-09-29 03:38:33.267000
unit.001176, step_1, 2015-09-29 03:38:25.498000, 2015-09-29 03:38:29.771000, 2015-09-29 03:38:29.993000, 2015-09-29 03:38:30.042000, 2015-09-29 03:38:31.963000, 2015-09-29 03:38:33.262000
unit.001177, step_1, 2015-09-29 03:38:25.500000, 2015-09-29 03:38:29.789000, 2015-09-29 03:38:30.002000, 2015-09-29 03:38:30.103000, 2015-09-29 03:38:31.964000, 2015-09-29 03:38:33.264000
unit.001178, step_1, 2015-09-29 03:38:25.501000, 2015-09-29 03:38:29.810000, 2015-09-29 03:38:30.012000, 2015-09-29 03:38:30.190000, 2015-09-29 03:38:32.775000, 2015-09-29 03:38:33.291000
unit.001179, step_1, 2015-09-29 03:38:25.503000, 2015-09-29 03:38:29.783000, 2015-09-29 03:38:29.999000, 2015-09-29 03:38:30.080000, 2015-09-29 03:38:31.961000, 2015-09-29 03:38:33.259000
unit.001180, step_1, 2015-09-29 03:38:25.504000, 2015-09-29 03:38:29.822000, 2015-09-29 03:38:30.017000, 2015-09-29 03:38:30.247000, 2015-09-29 03:38:32.771000, 2015-09-29 03:38:33.284000
unit.001181, step_1, 2015-09-29 03:38:25.506000, 2015-09-29 03:38:29.760000, 2015-09-29 03:38:29.989000, 2015-09-29 03:38:30.018000, 2015-09-29 03:38:31.960000, 2015-09-29 03:38:33.255000
unit.001182, step_1, 2015-09-29 03:38:25.507000, 2015-09-29 03:38:29.782000, 2015-09-29 03:38:29.998000, 2015-09-29 03:38:30.073000, 2015-09-29 03:38:31.964000, 2015-09-29 03:38:33.263000
unit.001183, step_1, 2015-09-29 03:38:25.509000, 2015-09-29 03:38:29.793000, 2015-09-29 03:38:30.004000, 2015-09-29 03:38:30.119000, 2015-09-29 03:38:31.966000, 2015-09-29 03:38:33.269000
unit.001184, step_1, 2015-09-29 03:38:25.511000, 2015-09-29 03:38:29.791000, 2015-09-29 03:38:30.003000, 2015-09-29 03:38:30.111000, 2015-09-29 03:38:31.962000, 2015-09-29 03:38:33.261000
unit.001185, step_1, 2015-09-29 03:38:25.512000, 2015-09-29 03:38:29.820000, 2015-09-29 03:38:30.016000, 2015-09-29 03:38:30.239000, 2015-09-29 03:38:32.773000, 2015-09-29 03:38:33.288000
unit.001186, step_1, 2015-09-29 03:38:25.514000, 2015-09-29 03:38:26.231000, 2015-09-29 03:38:30.197000, 2015-09-29 03:38:30.256000, 2015-09-29 03:38:32.774000, 2015-09-29 03:38:33.289000
unit.001187, step_1, 2015-09-29 03:38:25.515000, 2015-09-29 03:38:29.798000, 2015-09-29 03:38:30.006000, 2015-09-29 03:38:30.143000, 2015-09-29 03:38:32.772000, 2015-09-29 03:38:33.286000
unit.001188, step_1, 2015-09-29 03:38:25.517000, 2015-09-29 03:38:29.758000, 2015-09-29 03:38:29.988000, 2015-09-29 03:38:30.010000, 2015-09-29 03:38:31.963000, 2015-09-29 03:38:33.261000
unit.001189, step_1, 2015-09-29 03:38:25.518000, 2015-09-29 03:38:29.778000, 2015-09-29 03:38:29.996000, 2015-09-29 03:38:30.057000, 2015-09-29 03:38:31.965000, 2015-09-29 03:38:33.267000
unit.001190, step_2, 2015-09-29 03:38:34.142000, 2015-09-29 03:38:34.838000, 2015-09-29 03:38:35.068000, 2015-09-29 03:38:35.090000, 2015-09-29 03:38:37.396000, 2015-09-29 03:38:40.907000
unit.001191, step_2, 2015-09-29 03:38:34.143000, 2015-09-29 03:38:34.869000, 2015-09-29 03:38:35.103000, 2015-09-29 03:38:35.238000, 2015-09-29 03:38:37.504000, 2015-09-29 03:38:48.919000
unit.001192, step_2, 2015-09-29 03:38:34.145000, 2015-09-29 03:38:34.867000, 2015-09-29 03:38:35.102000, 2015-09-29 03:38:35.230000, 2015-09-29 03:38:37.502000, 2015-09-29 03:38:48.543000
unit.001193, step_2, 2015-09-29 03:38:34.147000, 2015-09-29 03:38:34.849000, 2015-09-29 03:38:35.085000, 2015-09-29 03:38:35.145000, 2015-09-29 03:38:37.398000, 2015-09-29 03:38:44.471000
unit.001194, step_2, 2015-09-29 03:38:34.149000, 2015-09-29 03:38:34.881000, 2015-09-29 03:38:35.113000, 2015-09-29 03:38:35.334000, 2015-09-29 03:38:37.504000, 2015-09-29 03:38:51.573000
unit.001195, step_2, 2015-09-29 03:38:34.151000, 2015-09-29 03:38:34.883000, 2015-09-29 03:38:35.114000, 2015-09-29 03:38:35.354000, 2015-09-29 03:38:37.606000, 2015-09-29 03:38:52.083000
unit.001196, step_2, 2015-09-29 03:38:34.153000, 2015-09-29 03:38:34.835000, 2015-09-29 03:38:35.065000, 2015-09-29 03:38:35.079000, 2015-09-29 03:38:37.502000, 2015-09-29 03:38:42.294000
unit.001197, step_2, 2015-09-29 03:38:34.154000, 2015-09-29 03:38:34.847000, 2015-09-29 03:38:35.083000, 2015-09-29 03:38:35.136000, 2015-09-29 03:38:37.711000, 2015-09-29 03:38:44.087000
unit.001198, step_2, 2015-09-29 03:38:34.156000, 2015-09-29 03:38:34.855000, 2015-09-29 03:38:35.091000, 2015-09-29 03:38:35.170000, 2015-09-29 03:38:37.812000, 2015-09-29 03:38:45.872000
unit.001199, step_2, 2015-09-29 03:38:34.157000, 2015-09-29 03:38:34.861000, 2015-09-29 03:38:35.096000, 2015-09-29 03:38:35.200000, 2015-09-29 03:38:37.709000, 2015-09-29 03:38:47.146000
unit.001200, step_2, 2015-09-29 03:38:34.159000, 2015-09-29 03:38:34.875000, 2015-09-29 03:38:35.108000, 2015-09-29 03:38:35.282000, 2015-09-29 03:38:37.503000, 2015-09-29 03:38:50.318000
unit.001201, step_2, 2015-09-29 03:38:34.161000, 2015-09-29 03:38:34.888000, 2015-09-29 03:38:35.118000, 2015-09-29 03:38:35.417000, 2015-09-29 03:38:37.607000, 2015-09-29 03:38:53.351000
unit.001202, step_2, 2015-09-29 03:38:34.162000, 2015-09-29 03:38:34.877000, 2015-09-29 03:38:35.110000, 2015-09-29 03:38:35.292000, 2015-09-29 03:38:37.505000, 2015-09-29 03:38:50.688000
unit.001203, step_2, 2015-09-29 03:38:34.164000, 2015-09-29 03:38:34.865000, 2015-09-29 03:38:35.100000, 2015-09-29 03:38:35.221000, 2015-09-29 03:38:37.606000, 2015-09-29 03:38:48.029000
unit.001204, step_2, 2015-09-29 03:38:34.165000, 2015-09-29 03:38:34.893000, 2015-09-29 03:38:35.122000, 2015-09-29 03:38:35.454000, 2015-09-29 03:38:37.710000, 2015-09-29 03:38:54.241000
unit.001205, step_2, 2015-09-29 03:38:34.167000, 2015-09-29 03:38:34.871000, 2015-09-29 03:38:35.105000, 2015-09-29 03:38:35.262000, 2015-09-29 03:38:37.503000, 2015-09-29 03:38:49.430000
unit.001206, step_2, 2015-09-29 03:38:34.168000, 2015-09-29 03:38:34.895000, 2015-09-29 03:38:35.123000, 2015-09-29 03:38:35.464000, 2015-09-29 03:38:37.813000, 2015-09-29 03:38:54.742000
unit.001207, step_2, 2015-09-29 03:38:34.170000, 2015-09-29 03:38:34.851000, 2015-09-29 03:38:35.087000, 2015-09-29 03:38:35.153000, 2015-09-29 03:38:37.709000, 2015-09-29 03:38:44.989000
unit.001208, step_2, 2015-09-29 03:38:34.172000, 2015-09-29 03:38:34.863000, 2015-09-29 03:38:35.098000, 2015-09-29 03:38:35.213000, 2015-09-29 03:38:37.399000, 2015-09-29 03:38:47.662000
unit.001209, step_2, 2015-09-29 03:38:34.173000, 2015-09-29 03:38:34.840000, 2015-09-29 03:38:35.071000, 2015-09-29 03:38:35.099000, 2015-09-29 03:38:37.400000, 2015-09-29 03:38:41.793000
unit.001210, step_2, 2015-09-29 03:38:34.175000, 2015-09-29 03:38:34.853000, 2015-09-29 03:38:35.089000, 2015-09-29 03:38:35.162000, 2015-09-29 03:38:37.398000, 2015-09-29 03:38:45.363000
unit.001211, step_2, 2015-09-29 03:38:34.176000, 2015-09-29 03:38:34.842000, 2015-09-29 03:38:35.075000, 2015-09-29 03:38:35.107000, 2015-09-29 03:38:37.397000, 2015-09-29 03:38:42.690000
unit.001212, step_2, 2015-09-29 03:38:34.178000, 2015-09-29 03:38:34.879000, 2015-09-29 03:38:35.111000, 2015-09-29 03:38:35.322000, 2015-09-29 03:38:37.607000, 2015-09-29 03:38:51.199000
unit.001213, step_2, 2015-09-29 03:38:34.179000, 2015-09-29 03:38:34.859000, 2015-09-29 03:38:35.094000, 2015-09-29 03:38:35.189000, 2015-09-29 03:38:37.401000, 2015-09-29 03:38:46.768000
unit.001214, step_2, 2015-09-29 03:38:34.181000, 2015-09-29 03:38:34.857000, 2015-09-29 03:38:35.092000, 2015-09-29 03:38:35.179000, 2015-09-29 03:38:37.399000, 2015-09-29 03:38:46.257000
unit.001215, step_2, 2015-09-29 03:38:34.183000, 2015-09-29 03:38:34.897000, 2015-09-29 03:38:35.125000, 2015-09-29 03:38:35.478000, 2015-09-29 03:38:37.710000, 2015-09-29 03:38:55.126000
unit.001216, step_2, 2015-09-29 03:38:34.184000, 2015-09-29 03:38:34.873000, 2015-09-29 03:38:35.106000, 2015-09-29 03:38:35.273000, 2015-09-29 03:38:37.505000, 2015-09-29 03:38:49.804000
unit.001217, step_2, 2015-09-29 03:38:34.186000, 2015-09-29 03:38:34.886000, 2015-09-29 03:38:35.117000, 2015-09-29 03:38:35.383000, 2015-09-29 03:38:37.709000, 2015-09-29 03:38:52.964000
unit.001218, step_2, 2015-09-29 03:38:34.187000, 2015-09-29 03:38:34.890000, 2015-09-29 03:38:35.120000, 2015-09-29 03:38:35.445000, 2015-09-29 03:38:37.712000, 2015-09-29 03:38:53.860000
unit.001219, step_2, 2015-09-29 03:38:34.189000, 2015-09-29 03:38:34.846000, 2015-09-29 03:38:35.080000, 2015-09-29 03:38:35.126000, 2015-09-29 03:38:37.400000, 2015-09-29 03:38:43.580000
unit.001220, step_2, 2015-09-29 03:38:34.191000, 2015-09-29 03:38:34.885000, 2015-09-29 03:38:35.115000, 2015-09-29 03:38:35.366000, 2015-09-29 03:38:37.711000, 2015-09-29 03:38:52.457000
unit.001221, step_2, 2015-09-29 03:38:34.192000, 2015-09-29 03:38:34.844000, 2015-09-29 03:38:35.078000, 2015-09-29 03:38:35.116000, 2015-09-29 03:38:37.708000, 2015-09-29 03:38:43.196000
