uid, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done
unit.001249, step_1, 2015-09-29 03:41:58.133000, 2015-09-29 03:42:03.477000, 2015-09-29 03:42:03.888000, 2015-09-29 03:42:04.050000, 2015-09-29 03:42:06.451000, 2015-09-29 03:42:07.539000
unit.001250, step_1, 2015-09-29 03:41:58.140000, 2015-09-29 03:42:03.490000, 2015-09-29 03:42:03.901000, 2015-09-29 03:42:04.091000, 2015-09-29 03:42:06.451000, 2015-09-29 03:42:07.540000
unit.001251, step_1, 2015-09-29 03:41:58.141000, 2015-09-29 03:42:03.501000, 2015-09-29 03:42:03.902000, 2015-09-29 03:42:04.133000, 2015-09-29 03:42:06.447000, 2015-09-29 03:42:07.534000
unit.001252, step_1, 2015-09-29 03:41:58.143000, 2015-09-29 03:42:03.473000, 2015-09-29 03:42:03.885000, 2015-09-29 03:42:03.978000, 2015-09-29 03:42:06.453000, 2015-09-29 03:42:07.544000
unit.001253, step_1, 2015-09-29 03:41:58.144000, 2015-09-29 03:42:03.519000, 2015-09-29 03:42:03.910000, 2015-09-29 03:42:04.252000, 2015-09-29 03:42:06.761000, 2015-09-29 03:42:08.560000
unit.001254, step_1, 2015-09-29 03:41:58.154000, 2015-09-29 03:42:03.526000, 2015-09-29 03:42:03.914000, 2015-09-29 03:42:04.286000, 2015-09-29 03:42:06.761000, 2015-09-29 03:42:08.561000
unit.001255, step_1, 2015-09-29 03:41:58.156000, 2015-09-29 03:42:03.540000, 2015-09-29 03:42:03.919000, 2015-09-29 03:42:04.358000, 2015-09-29 03:42:06.759000, 2015-09-29 03:42:08.558000
unit.001256, step_1, 2015-09-29 03:41:58.163000, 2015-09-29 03:41:58.483000, 2015-09-29 03:42:03.874000, 2015-09-29 03:42:03.886000, 2015-09-29 03:42:06.450000, 2015-09-29 03:42:07.537000
unit.001257, step_1, 2015-09-29 03:41:58.164000, 2015-09-29 03:42:03.475000, 2015-09-29 03:42:03.886000, 2015-09-29 03:42:04.039000, 2015-09-29 03:42:06.445000, 2015-09-29 03:42:07.529000
unit.001258, step_1, 2015-09-29 03:41:58.166000, 2015-09-29 03:42:03.517000, 2015-09-29 03:42:03.909000, 2015-09-29 03:42:04.244000, 2015-09-29 03:42:06.757000, 2015-09-29 03:42:08.555000
unit.001259, step_1, 2015-09-29 03:41:58.170000, 2015-09-29 03:42:03.419000, 2015-09-29 03:42:03.630000, 2015-09-29 03:42:03.691000, 2015-09-29 03:42:05.636000, 2015-09-29 03:42:06.516000
unit.001260, step_1, 2015-09-29 03:41:58.172000, 2015-09-29 03:42:03.426000, 2015-09-29 03:42:03.634000, 2015-09-29 03:42:03.723000, 2015-09-29 03:42:05.635000, 2015-09-29 03:42:06.516000
unit.001261, step_1, 2015-09-29 03:41:58.173000, 2015-09-29 03:42:03.433000, 2015-09-29 03:42:03.639000, 2015-09-29 03:42:03.754000, 2015-09-29 03:42:05.637000, 2015-09-29 03:42:06.518000
unit.001262, step_1, 2015-09-29 03:41:58.179000, 2015-09-29 03:42:03.431000, 2015-09-29 03:42:03.638000, 2015-09-29 03:42:03.747000, 2015-09-29 03:42:05.632000, 2015-09-29 03:42:06.510000
unit.001263, step_1, 2015-09-29 03:41:58.187000, 2015-09-29 03:42:03.455000, 2015-09-29 03:42:03.646000, 2015-09-29 03:42:03.817000, 2015-09-29 03:42:06.453000, 2015-09-29 03:42:07.545000
unit.001264, step_1, 2015-09-29 03:41:58.189000, 2015-09-29 03:41:58.483000, 2015-09-29 03:42:03.621000, 2015-09-29 03:42:03.635000, 2015-09-29 03:42:05.629000, 2015-09-29 03:42:06.499000
unit.001265, step_1, 2015-09-29 03:41:58.190000, 2015-09-29 03:42:03.479000, 2015-09-29 03:42:03.888000, 2015-09-29 03:42:04.067000, 2015-09-29 03:42:06.445000, 2015-09-29 03:42:07.530000
unit.001266, step_1, 2015-09-29 03:41:58.192000, 2015-09-29 03:42:03.457000, 2015-09-29 03:42:03.648000, 2015-09-29 03:42:03.825000, 2015-09-29 03:42:06.442000, 2015-09-29 03:42:07.525000
unit.001267, step_1, 2015-09-29 03:41:58.193000, 2015-09-29 03:42:03.417000, 2015-09-29 03:42:03.630000, 2015-09-29 03:42:03.683000, 2015-09-29 03:42:05.630000, 2015-09-29 03:42:06.504000
unit.001268, step_1, 2015-09-29 03:41:58.198000, 2015-09-29 03:42:03.421000, 2015-09-29 03:42:03.631000, 2015-09-29 03:42:03.699000, 2015-09-29 03:42:05.631000, 2015-09-29 03:42:06.506000
unit.001269, step_1, 2015-09-29 03:41:58.206000, 2015-09-29 03:42:03.472000, 2015-09-29 03:42:03.884000, 2015-09-29 03:42:03.970000, 2015-09-29 03:42:06.451000, 2015-09-29 03:42:07.539000
unit.001270, step_1, 2015-09-29 03:41:58.208000, 2015-09-29 03:42:03.464000, 2015-09-29 03:42:03.879000, 2015-09-29 03:42:03.938000, 2015-09-29 03:42:06.450000, 2015-09-29 03:42:07.537000
unit.001271, step_1, 2015-09-29 03:41:58.209000, 2015-09-29 03:42:03.463000, 2015-09-29 03:42:03.878000, 2015-09-29 03:42:03.929000, 2015-09-29 03:42:06.443000, 2015-09-29 03:42:07.527000
unit.001272, step_1, 2015-09-29 03:41:58.211000, 2015-09-29 03:42:03.411000, 2015-09-29 03:42:03.625000, 2015-09-29 03:42:03.660000, 2015-09-29 03:42:05.635000, 2015-09-29 03:42:06.515000
unit.001273, step_1, 2015-09-29 03:41:58.212000, 2015-09-29 03:42:03.527000, 2015-09-29 03:42:03.915000, 2015-09-29 03:42:04.302000, 2015-09-29 03:42:06.758000, 2015-09-29 03:42:08.556000
unit.001274, step_1, 2015-09-29 03:41:58.218000, 2015-09-29 03:42:03.509000, 2015-09-29 03:42:03.905000, 2015-09-29 03:42:04.170000, 2015-09-29 03:42:06.756000, 2015-09-29 03:42:08.552000
unit.001275, step_1, 2015-09-29 03:41:58.226000, 2015-09-29 03:42:03.511000, 2015-09-29 03:42:03.906000, 2015-09-29 03:42:04.179000, 2015-09-29 03:42:06.760000, 2015-09-29 03:42:08.559000
unit.001276, step_1, 2015-09-29 03:41:58.227000, 2015-09-29 03:42:03.492000, 2015-09-29 03:42:03.901000, 2015-09-29 03:42:04.099000, 2015-09-29 03:42:06.446000, 2015-09-29 03:42:07.532000
unit.001277, step_1, 2015-09-29 03:41:58.229000, 2015-09-29 03:42:03.468000, 2015-09-29 03:42:03.882000, 2015-09-29 03:42:03.953000, 2015-09-29 03:42:06.454000, 2015-09-29 03:42:07.547000
unit.001278, step_1, 2015-09-29 03:41:58.231000, 2015-09-29 03:42:03.520000, 2015-09-29 03:42:03.912000, 2015-09-29 03:42:04.262000, 2015-09-29 03:42:06.757000, 2015-09-29 03:42:08.554000
unit.001279, step_1, 2015-09-29 03:41:58.232000, 2015-09-29 03:42:03.538000, 2015-09-29 03:42:03.918000, 2015-09-29 03:42:04.350000, 2015-09-29 03:42:06.762000, 2015-09-29 03:42:08.562000
unit.001280, step_1, 2015-09-29 03:41:58.234000, 2015-09-29 03:42:03.480000, 2015-09-29 03:42:03.897000, 2015-09-29 03:42:04.075000, 2015-09-29 03:42:06.454000, 2015-09-29 03:42:07.546000
unit.001281, step_1, 2015-09-29 03:41:58.235000, 2015-09-29 03:42:03.499000, 2015-09-29 03:42:03.902000, 2015-09-29 03:42:04.124000, 2015-09-29 03:42:06.452000, 2015-09-29 03:42:07.541000
unit.001282, step_1, 2015-09-29 03:41:58.237000, 2015-09-29 03:42:03.531000, 2015-09-29 03:42:03.917000, 2015-09-29 03:42:04.341000, 2015-09-29 03:42:06.759000, 2015-09-29 03:42:08.558000
unit.001283, step_1, 2015-09-29 03:41:58.244000, 2015-09-29 03:42:03.515000, 2015-09-29 03:42:03.908000, 2015-09-29 03:42:04.222000, 2015-09-29 03:42:06.762000, 2015-09-29 03:42:08.563000
unit.001284, step_1, 2015-09-29 03:41:58.245000, 2015-09-29 03:42:03.497000, 2015-09-29 03:42:03.901000, 2015-09-29 03:42:04.115000, 2015-09-29 03:42:06.447000, 2015-09-29 03:42:07.532000
unit.001285, step_1, 2015-09-29 03:41:58.247000, 2015-09-29 03:42:03.459000, 2015-09-29 03:42:03.875000, 2015-09-29 03:42:03.911000, 2015-09-29 03:42:06.443000, 2015-09-29 03:42:07.525000
unit.001286, step_1, 2015-09-29 03:41:58.249000, 2015-09-29 03:42:03.443000, 2015-09-29 03:42:03.645000, 2015-09-29 03:42:03.801000, 2015-09-29 03:42:06.449000, 2015-09-29 03:42:07.536000
unit.001287, step_1, 2015-09-29 03:41:58.250000, 2015-09-29 03:42:03.429000, 2015-09-29 03:42:03.637000, 2015-09-29 03:42:03.739000, 2015-09-29 03:42:05.634000, 2015-09-29 03:42:06.514000
unit.001288, step_2, 2015-09-29 03:42:10.816000, 2015-09-29 03:42:11.593000, 2015-09-29 03:42:11.884000, 2015-09-29 03:42:11.999000, 2015-09-29 03:42:14.302000, 2015-09-29 03:42:24.958000
unit.001289, step_2, 2015-09-29 03:42:10.817000, 2015-09-29 03:42:11.588000, 2015-09-29 03:42:11.879000, 2015-09-29 03:42:11.974000, 2015-09-29 03:42:14.827000, 2015-09-29 03:42:23.687000
unit.001290, step_2, 2015-09-29 03:42:10.819000, 2015-09-29 03:42:11.642000, 2015-09-29 03:42:11.921000, 2015-09-29 03:42:12.399000, 2015-09-29 03:42:14.616000, 2015-09-29 03:42:35.404000
unit.001291, step_2, 2015-09-29 03:42:10.821000, 2015-09-29 03:42:11.674000, 2015-09-29 03:42:12.104000, 2015-09-29 03:42:12.682000, 2015-09-29 03:42:14.930000, 2015-09-29 03:42:42.918000
unit.001292, step_2, 2015-09-29 03:42:10.822000, 2015-09-29 03:42:11.646000, 2015-09-29 03:42:11.923000, 2015-09-29 03:42:12.425000, 2015-09-29 03:42:14.616000, 2015-09-29 03:42:36.283000
unit.001293, step_2, 2015-09-29 03:42:10.824000, 2015-09-29 03:42:11.660000, 2015-09-29 03:42:11.933000, 2015-09-29 03:42:12.513000, 2015-09-29 03:42:14.723000, 2015-09-29 03:42:39.367000
unit.001294, step_2, 2015-09-29 03:42:10.825000, 2015-09-29 03:42:11.656000, 2015-09-29 03:42:11.930000, 2015-09-29 03:42:12.489000, 2015-09-29 03:42:14.825000, 2015-09-29 03:42:38.487000
unit.001295, step_2, 2015-09-29 03:42:10.827000, 2015-09-29 03:42:11.652000, 2015-09-29 03:42:11.928000, 2015-09-29 03:42:12.464000, 2015-09-29 03:42:14.724000, 2015-09-29 03:42:37.601000
unit.001296, step_2, 2015-09-29 03:42:10.828000, 2015-09-29 03:42:11.661000, 2015-09-29 03:42:11.934000, 2015-09-29 03:42:12.529000, 2015-09-29 03:42:14.722000, 2015-09-29 03:42:39.829000
unit.001297, step_2, 2015-09-29 03:42:10.830000, 2015-09-29 03:42:11.633000, 2015-09-29 03:42:11.914000, 2015-09-29 03:42:12.335000, 2015-09-29 03:42:14.510000, 2015-09-29 03:42:33.138000
unit.001298, step_2, 2015-09-29 03:42:10.831000, 2015-09-29 03:42:11.623000, 2015-09-29 03:42:11.907000, 2015-09-29 03:42:12.271000, 2015-09-29 03:42:14.510000, 2015-09-29 03:42:30.935000
unit.001299, step_2, 2015-09-29 03:42:10.833000, 2015-09-29 03:42:11.608000, 2015-09-29 03:42:11.899000, 2015-09-29 03:42:12.170000, 2015-09-29 03:42:14.825000, 2015-09-29 03:42:28.490000
unit.001300, step_2, 2015-09-29 03:42:10.835000, 2015-09-29 03:42:11.603000, 2015-09-29 03:42:11.893000, 2015-09-29 03:42:12.075000, 2015-09-29 03:42:14.304000, 2015-09-29 03:42:27.230000
unit.001301, step_2, 2015-09-29 03:42:10.836000, 2015-09-29 03:42:11.597000, 2015-09-29 03:42:11.888000, 2015-09-29 03:42:12.016000, 2015-09-29 03:42:14.509000, 2015-09-29 03:42:25.845000
unit.001302, step_2, 2015-09-29 03:42:10.838000, 2015-09-29 03:42:11.573000, 2015-09-29 03:42:11.868000, 2015-09-29 03:42:11.925000, 2015-09-29 03:42:14.301000, 2015-09-29 03:42:20.973000
unit.001303, step_2, 2015-09-29 03:42:10.839000, 2015-09-29 03:42:11.590000, 2015-09-29 03:42:11.881000, 2015-09-29 03:42:11.983000, 2015-09-29 03:42:14.406000, 2015-09-29 03:42:24.072000
unit.001304, step_2, 2015-09-29 03:42:10.841000, 2015-09-29 03:42:11.649000, 2015-09-29 03:42:11.924000, 2015-09-29 03:42:12.436000, 2015-09-29 03:42:14.618000, 2015-09-29 03:42:36.708000
unit.001305, step_2, 2015-09-29 03:42:10.842000, 2015-09-29 03:42:11.663000, 2015-09-29 03:42:11.936000, 2015-09-29 03:42:12.546000, 2015-09-29 03:42:14.827000, 2015-09-29 03:42:40.255000
unit.001306, step_2, 2015-09-29 03:42:10.844000, 2015-09-29 03:42:11.669000, 2015-09-29 03:42:12.094000, 2015-09-29 03:42:12.609000, 2015-09-29 03:42:14.826000, 2015-09-29 03:42:41.609000
unit.001307, step_2, 2015-09-29 03:42:10.845000, 2015-09-29 03:42:11.611000, 2015-09-29 03:42:11.903000, 2015-09-29 03:42:12.212000, 2015-09-29 03:42:14.828000, 2015-09-29 03:42:29.383000
unit.001308, step_2, 2015-09-29 03:42:10.847000, 2015-09-29 03:42:11.637000, 2015-09-29 03:42:11.917000, 2015-09-29 03:42:12.354000, 2015-09-29 03:42:14.617000, 2015-09-29 03:42:34.019000
unit.001309, step_2, 2015-09-29 03:42:10.849000, 2015-09-29 03:42:11.641000, 2015-09-29 03:42:11.919000, 2015-09-29 03:42:12.388000, 2015-09-29 03:42:14.617000, 2015-09-29 03:42:34.909000
unit.001310, step_2, 2015-09-29 03:42:10.850000, 2015-09-29 03:42:11.629000, 2015-09-29 03:42:11.911000, 2015-09-29 03:42:12.307000, 2015-09-29 03:42:14.510000, 2015-09-29 03:42:32.248000
unit.001311, step_2, 2015-09-29 03:42:10.852000, 2015-09-29 03:42:11.682000, 2015-09-29 03:42:12.115000, 2015-09-29 03:42:12.810000, 2015-09-29 03:42:15.233000, 2015-09-29 03:42:46.248000
unit.001312, step_2, 2015-09-29 03:42:10.853000, 2015-09-29 03:42:11.586000, 2015-09-29 03:42:11.877000, 2015-09-29 03:42:11.966000, 2015-09-29 03:42:14.720000, 2015-09-29 03:42:23.186000
unit.001313, step_2, 2015-09-29 03:42:10.855000, 2015-09-29 03:42:11.627000, 2015-09-29 03:42:11.910000, 2015-09-29 03:42:12.294000, 2015-09-29 03:42:14.615000, 2015-09-29 03:42:31.838000
unit.001314, step_2, 2015-09-29 03:42:10.857000, 2015-09-29 03:42:11.658000, 2015-09-29 03:42:11.932000, 2015-09-29 03:42:12.501000, 2015-09-29 03:42:14.721000, 2015-09-29 03:42:38.943000
unit.001315, step_2, 2015-09-29 03:42:10.858000, 2015-09-29 03:42:11.635000, 2015-09-29 03:42:11.916000, 2015-09-29 03:42:12.344000, 2015-09-29 03:42:14.513000, 2015-09-29 03:42:33.610000
unit.001316, step_2, 2015-09-29 03:42:10.860000, 2015-09-29 03:42:11.606000, 2015-09-29 03:42:11.897000, 2015-09-29 03:42:12.132000, 2015-09-29 03:42:14.406000, 2015-09-29 03:42:28.115000
unit.001317, step_2, 2015-09-29 03:42:10.861000, 2015-09-29 03:42:11.671000, 2015-09-29 03:42:12.097000, 2015-09-29 03:42:12.632000, 2015-09-29 03:42:14.827000, 2015-09-29 03:42:42.029000
unit.001318, step_2, 2015-09-29 03:42:10.863000, 2015-09-29 03:42:11.568000, 2015-09-29 03:42:11.863000, 2015-09-29 03:42:11.901000, 2015-09-29 03:42:14.719000, 2015-09-29 03:42:19.541000
unit.001319, step_2, 2015-09-29 03:42:10.865000, 2015-09-29 03:42:11.667000, 2015-09-29 03:42:12.092000, 2015-09-29 03:42:12.596000, 2015-09-29 03:42:14.828000, 2015-09-29 03:42:41.136000
unit.001320, step_2, 2015-09-29 03:42:10.867000, 2015-09-29 03:42:11.599000, 2015-09-29 03:42:11.889000, 2015-09-29 03:42:12.041000, 2015-09-29 03:42:14.199000, 2015-09-29 03:42:26.348000
unit.001321, step_2, 2015-09-29 03:42:10.868000, 2015-09-29 03:42:11.577000, 2015-09-29 03:42:11.872000, 2015-09-29 03:42:11.942000, 2015-09-29 03:42:14.824000, 2015-09-29 03:42:21.866000
unit.001322, step_2, 2015-09-29 03:42:10.870000, 2015-09-29 03:42:11.601000, 2015-09-29 03:42:11.891000, 2015-09-29 03:42:12.054000, 2015-09-29 03:42:14.302000, 2015-09-29 03:42:26.725000
unit.001323, step_2, 2015-09-29 03:42:10.872000, 2015-09-29 03:42:11.575000, 2015-09-29 03:42:11.870000, 2015-09-29 03:42:11.933000, 2015-09-29 03:42:14.304000, 2015-09-29 03:42:21.338000
unit.001324, step_2, 2015-09-29 03:42:10.873000, 2015-09-29 03:42:11.682000, 2015-09-29 03:42:12.114000, 2015-09-29 03:42:12.791000, 2015-09-29 03:42:15.031000, 2015-09-29 03:42:45.721000
unit.001325, step_2, 2015-09-29 03:42:10.875000, 2015-09-29 03:42:11.673000, 2015-09-29 03:42:12.103000, 2015-09-29 03:42:12.658000, 2015-09-29 03:42:14.929000, 2015-09-29 03:42:42.493000
unit.001326, step_2, 2015-09-29 03:42:10.876000, 2015-09-29 03:42:11.639000, 2015-09-29 03:42:11.918000, 2015-09-29 03:42:12.374000, 2015-09-29 03:42:14.615000, 2015-09-29 03:42:34.526000
unit.001327, step_2, 2015-09-29 03:42:10.878000, 2015-09-29 03:42:11.595000, 2015-09-29 03:42:11.886000, 2015-09-29 03:42:12.007000, 2015-09-29 03:42:14.304000, 2015-09-29 03:42:25.469000
unit.001328, step_2, 2015-09-29 03:42:10.880000, 2015-09-29 03:42:11.644000, 2015-09-29 03:42:11.922000, 2015-09-29 03:42:12.409000, 2015-09-29 03:42:14.617000, 2015-09-29 03:42:35.807000
unit.001329, step_2, 2015-09-29 03:42:10.881000, 2015-09-29 03:42:11.604000, 2015-09-29 03:42:11.895000, 2015-09-29 03:42:12.104000, 2015-09-29 03:42:14.303000, 2015-09-29 03:42:27.606000
unit.001330, step_2, 2015-09-29 03:42:10.883000, 2015-09-29 03:42:11.566000, 2015-09-29 03:42:11.861000, 2015-09-29 03:42:11.893000, 2015-09-29 03:42:14.614000, 2015-09-29 03:42:19.189000
unit.001331, step_2, 2015-09-29 03:42:10.885000, 2015-09-29 03:42:11.610000, 2015-09-29 03:42:11.901000, 2015-09-29 03:42:12.188000, 2015-09-29 03:42:14.407000, 2015-09-29 03:42:29.003000
unit.001332, step_2, 2015-09-29 03:42:10.886000, 2015-09-29 03:42:11.592000, 2015-09-29 03:42:11.883000, 2015-09-29 03:42:11.991000, 2015-09-29 03:42:14.618000, 2015-09-29 03:42:24.577000
unit.001333, step_2, 2015-09-29 03:42:10.888000, 2015-09-29 03:42:11.630000, 2015-09-29 03:42:11.913000, 2015-09-29 03:42:12.323000, 2015-09-29 03:42:14.512000, 2015-09-29 03:42:32.718000
unit.001334, step_2, 2015-09-29 03:42:10.889000, 2015-09-29 03:42:11.680000, 2015-09-29 03:42:12.113000, 2015-09-29 03:42:12.781000, 2015-09-29 03:42:15.132000, 2015-09-29 03:42:45.362000
unit.001335, step_2, 2015-09-29 03:42:10.892000, 2015-09-29 03:42:11.678000, 2015-09-29 03:42:12.112000, 2015-09-29 03:42:12.763000, 2015-09-29 03:42:15.032000, 2015-09-29 03:42:44.685000
unit.001336, step_2, 2015-09-29 03:42:10.893000, 2015-09-29 03:42:11.665000, 2015-09-29 03:42:12.090000, 2015-09-29 03:42:12.569000, 2015-09-29 03:42:14.826000, 2015-09-29 03:42:40.727000
unit.001337, step_2, 2015-09-29 03:42:10.895000, 2015-09-29 03:42:11.651000, 2015-09-29 03:42:11.926000, 2015-09-29 03:42:12.451000, 2015-09-29 03:42:14.721000, 2015-09-29 03:42:37.162000
unit.001338, step_2, 2015-09-29 03:42:10.896000, 2015-09-29 03:42:11.678000, 2015-09-29 03:42:12.110000, 2015-09-29 03:42:12.743000, 2015-09-29 03:42:15.031000, 2015-09-29 03:42:44.261000
unit.001339, step_2, 2015-09-29 03:42:10.898000, 2015-09-29 03:42:11.564000, 2015-09-29 03:42:11.859000, 2015-09-29 03:42:11.884000, 2015-09-29 03:42:14.511000, 2015-09-29 03:42:18.305000
unit.001340, step_2, 2015-09-29 03:42:10.906000, 2015-09-29 03:42:11.560000, 2015-09-29 03:42:11.855000, 2015-09-29 03:42:11.866000, 2015-09-29 03:42:14.508000, 2015-09-29 03:42:18.635000
unit.001341, step_2, 2015-09-29 03:42:10.907000, 2015-09-29 03:42:11.579000, 2015-09-29 03:42:11.874000, 2015-09-29 03:42:11.949000, 2015-09-29 03:42:14.508000, 2015-09-29 03:42:22.256000
unit.001342, step_2, 2015-09-29 03:42:10.909000, 2015-09-29 03:42:11.624000, 2015-09-29 03:42:11.908000, 2015-09-29 03:42:12.282000, 2015-09-29 03:42:14.512000, 2015-09-29 03:42:31.351000
unit.001343, step_2, 2015-09-29 03:42:10.914000, 2015-09-29 03:42:11.572000, 2015-09-29 03:42:11.866000, 2015-09-29 03:42:11.917000, 2015-09-29 03:42:14.722000, 2015-09-29 03:42:20.449000
unit.001344, step_2, 2015-09-29 03:42:10.916000, 2015-09-29 03:42:11.562000, 2015-09-29 03:42:11.857000, 2015-09-29 03:42:11.876000, 2015-09-29 03:42:14.300000, 2015-09-29 03:42:17.408000
unit.001345, step_2, 2015-09-29 03:42:10.918000, 2015-09-29 03:42:11.621000, 2015-09-29 03:42:11.906000, 2015-09-29 03:42:12.257000, 2015-09-29 03:42:14.723000, 2015-09-29 03:42:30.264000
unit.001346, step_2, 2015-09-29 03:42:10.920000, 2015-09-29 03:42:11.619000, 2015-09-29 03:42:11.905000, 2015-09-29 03:42:12.243000, 2015-09-29 03:42:14.720000, 2015-09-29 03:42:29.894000
unit.001347, step_2, 2015-09-29 03:42:10.927000, 2015-09-29 03:42:11.654000, 2015-09-29 03:42:11.929000, 2015-09-29 03:42:12.475000, 2015-09-29 03:42:15.233000, 2015-09-29 03:42:38.054000
