uid, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done
unit.000014, step_1, 2015-10-09 18:47:42.891000, 2015-10-09 18:47:51.218000, 2015-10-09 18:47:51.615000, 2015-10-09 18:47:52.009000, 2015-10-09 18:48:02.109000, 2015-10-09 18:48:04.096000
unit.000015, step_1, 2015-10-09 18:47:42.892000, 2015-10-09 18:47:51.235000, 2015-10-09 18:47:51.619000, 2015-10-09 18:47:52.059000, 2015-10-09 18:48:02.845000, 2015-10-09 18:48:04.234000
unit.000016, step_1, 2015-10-09 18:47:42.898000, 2015-10-09 18:47:51.264000, 2015-10-09 18:47:51.629000, 2015-10-09 18:47:52.081000, 2015-10-09 18:48:02.840000, 2015-10-09 18:48:04.214000
unit.000017, step_1, 2015-10-09 18:47:42.900000, 2015-10-09 18:47:51.272000, 2015-10-09 18:47:51.632000, 2015-10-09 18:47:52.117000, 2015-10-09 18:48:02.851000, 2015-10-09 18:48:04.257000
unit.000018, step_1, 2015-10-09 18:47:42.901000, 2015-10-09 18:47:51.290000, 2015-10-09 18:47:51.636000, 2015-10-09 18:47:52.145000, 2015-10-09 18:48:02.953000, 2015-10-09 18:48:04.262000
unit.000019, step_1, 2015-10-09 18:47:42.906000, 2015-10-09 18:47:51.299000, 2015-10-09 18:47:51.639000, 2015-10-09 18:47:52.167000, 2015-10-09 18:48:02.842000, 2015-10-09 18:48:04.220000
unit.000020, step_1, 2015-10-09 18:47:42.913000, 2015-10-09 18:47:51.316000, 2015-10-09 18:47:51.643000, 2015-10-09 18:47:52.184000, 2015-10-09 18:48:02.852000, 2015-10-09 18:48:04.262000
unit.000021, step_1, 2015-10-09 18:47:42.916000, 2015-10-09 18:47:51.327000, 2015-10-09 18:47:51.647000, 2015-10-09 18:47:52.206000, 2015-10-09 18:48:02.842000, 2015-10-09 18:48:04.223000
unit.000022, step_1, 2015-10-09 18:47:42.917000, 2015-10-09 18:47:51.343000, 2015-10-09 18:47:51.651000, 2015-10-09 18:47:52.226000, 2015-10-09 18:48:02.843000, 2015-10-09 18:48:04.226000
unit.000023, step_1, 2015-10-09 18:47:42.919000, 2015-10-09 18:47:51.378000, 2015-10-09 18:47:51.654000, 2015-10-09 18:47:52.253000, 2015-10-09 18:48:02.953000, 2015-10-09 18:48:04.267000
unit.000024, step_1, 2015-10-09 18:47:42.920000, 2015-10-09 18:47:51.398000, 2015-10-09 18:47:51.659000, 2015-10-09 18:47:52.303000, 2015-10-09 18:48:02.636000, 2015-10-09 18:48:04.202000
unit.000025, step_1, 2015-10-09 18:47:42.930000, 2015-10-09 18:47:51.403000, 2015-10-09 18:47:51.663000, 2015-10-09 18:47:52.358000, 2015-10-09 18:48:01.997000, 2015-10-09 18:48:04.045000
unit.000026, step_1, 2015-10-09 18:47:42.932000, 2015-10-09 18:47:51.415000, 2015-10-09 18:47:51.668000, 2015-10-09 18:47:52.387000, 2015-10-09 18:48:03.056000, 2015-10-09 18:48:04.274000
unit.000027, step_1, 2015-10-09 18:47:42.938000, 2015-10-09 18:47:51.129000, 2015-10-09 18:47:51.401000, 2015-10-09 18:47:51.662000, 2015-10-09 18:48:02.216000, 2015-10-09 18:48:04.125000
unit.000028, step_1, 2015-10-09 18:47:42.940000, 2015-10-09 18:47:51.131000, 2015-10-09 18:47:51.402000, 2015-10-09 18:47:51.720000, 2015-10-09 18:48:01.890000, 2015-10-09 18:48:04.017000
unit.000029, step_1, 2015-10-09 18:47:42.954000, 2015-10-09 18:47:51.445000, 2015-10-09 18:47:51.718000, 2015-10-09 18:47:52.559000, 2015-10-09 18:48:01.996000, 2015-10-09 18:48:04.042000
unit.000030, step_1, 2015-10-09 18:47:42.955000, 2015-10-09 18:47:51.454000, 2015-10-09 18:47:51.721000, 2015-10-09 18:47:52.597000, 2015-10-09 18:48:03.561000, 2015-10-09 18:48:04.295000
unit.000031, step_1, 2015-10-09 18:47:42.962000, 2015-10-09 18:47:51.468000, 2015-10-09 18:47:51.726000, 2015-10-09 18:47:52.670000, 2015-10-09 18:48:03.668000, 2015-10-09 18:48:04.343000
unit.000032, step_1, 2015-10-09 18:47:42.964000, 2015-10-09 18:47:51.486000, 2015-10-09 18:47:51.911000, 2015-10-09 18:47:52.731000, 2015-10-09 18:48:03.565000, 2015-10-09 18:48:04.316000
unit.000033, step_1, 2015-10-09 18:47:42.974000, 2015-10-09 18:47:51.631000, 2015-10-09 18:47:51.971000, 2015-10-09 18:47:53.305000, 2015-10-09 18:48:04.083000, 2015-10-09 18:48:05.416000
unit.000034, step_1, 2015-10-09 18:47:42.979000, 2015-10-09 18:47:51.498000, 2015-10-09 18:47:51.936000, 2015-10-09 18:47:52.859000, 2015-10-09 18:48:03.563000, 2015-10-09 18:48:04.308000
unit.000035, step_1, 2015-10-09 18:47:42.981000, 2015-10-09 18:47:51.523000, 2015-10-09 18:47:51.948000, 2015-10-09 18:47:53.033000, 2015-10-09 18:48:04.081000, 2015-10-09 18:48:05.398000
unit.000036, step_1, 2015-10-09 18:47:42.991000, 2015-10-09 18:47:51.523000, 2015-10-09 18:47:51.947000, 2015-10-09 18:47:53.023000, 2015-10-09 18:48:04.076000, 2015-10-09 18:48:05.380000
unit.000037, step_1, 2015-10-09 18:47:42.992000, 2015-10-09 18:47:51.502000, 2015-10-09 18:47:51.940000, 2015-10-09 18:47:52.919000, 2015-10-09 18:48:03.669000, 2015-10-09 18:48:04.349000
unit.000038, step_1, 2015-10-09 18:47:43.001000, 2015-10-09 18:47:51.109000, 2015-10-09 18:47:51.394000, 2015-10-09 18:47:51.619000, 2015-10-09 18:48:02.104000, 2015-10-09 18:48:04.048000
unit.000039, step_1, 2015-10-09 18:47:43.008000, 2015-10-09 18:47:51.535000, 2015-10-09 18:47:51.950000, 2015-10-09 18:47:53.056000, 2015-10-09 18:48:04.077000, 2015-10-09 18:48:05.381000
unit.000040, step_1, 2015-10-09 18:47:43.016000, 2015-10-09 18:47:51.558000, 2015-10-09 18:47:51.960000, 2015-10-09 18:47:53.122000, 2015-10-09 18:48:04.081000, 2015-10-09 18:48:05.403000
unit.000041, step_1, 2015-10-09 18:47:43.030000, 2015-10-09 18:47:51.573000, 2015-10-09 18:47:51.964000, 2015-10-09 18:47:53.191000, 2015-10-09 18:48:04.079000, 2015-10-09 18:48:05.395000
unit.000042, step_1, 2015-10-09 18:47:43.032000, 2015-10-09 18:47:51.622000, 2015-10-09 18:47:51.970000, 2015-10-09 18:47:53.279000, 2015-10-09 18:48:03.974000, 2015-10-09 18:48:05.377000
unit.000043, step_1, 2015-10-09 18:47:43.033000, 2015-10-09 18:47:51.654000, 2015-10-09 18:47:51.975000, 2015-10-09 18:47:53.364000, 2015-10-09 18:48:04.080000, 2015-10-09 18:48:05.397000
unit.000044, step_1, 2015-10-09 18:47:43.044000, 2015-10-09 18:47:51.200000, 2015-10-09 18:47:51.610000, 2015-10-09 18:47:51.982000, 2015-10-09 18:48:02.113000, 2015-10-09 18:48:04.115000
unit.000045, step_1, 2015-10-09 18:47:43.054000, 2015-10-09 18:47:51.212000, 2015-10-09 18:47:51.613000, 2015-10-09 18:47:51.999000, 2015-10-09 18:48:02.739000, 2015-10-09 18:48:04.207000
unit.000046, step_1, 2015-10-09 18:47:43.055000, 2015-10-09 18:47:51.230000, 2015-10-09 18:47:51.616000, 2015-10-09 18:47:52.032000, 2015-10-09 18:48:02.847000, 2015-10-09 18:48:04.246000
unit.000047, step_1, 2015-10-09 18:47:43.067000, 2015-10-09 18:47:51.246000, 2015-10-09 18:47:51.627000, 2015-10-09 18:47:52.069000, 2015-10-09 18:48:02.849000, 2015-10-09 18:48:04.250000
unit.000048, step_1, 2015-10-09 18:47:43.069000, 2015-10-09 18:47:51.270000, 2015-10-09 18:47:51.630000, 2015-10-09 18:47:52.099000, 2015-10-09 18:48:02.846000, 2015-10-09 18:48:04.243000
unit.000049, step_1, 2015-10-09 18:47:43.086000, 2015-10-09 18:47:51.282000, 2015-10-09 18:47:51.634000, 2015-10-09 18:47:52.131000, 2015-10-09 18:48:02.841000, 2015-10-09 18:48:04.217000
unit.000050, step_1, 2015-10-09 18:47:43.088000, 2015-10-09 18:47:51.292000, 2015-10-09 18:47:51.638000, 2015-10-09 18:47:52.157000, 2015-10-09 18:48:02.848000, 2015-10-09 18:48:04.246000
unit.000051, step_1, 2015-10-09 18:47:43.102000, 2015-10-09 18:47:51.307000, 2015-10-09 18:47:51.641000, 2015-10-09 18:47:52.176000, 2015-10-09 18:48:02.849000, 2015-10-09 18:48:04.254000
unit.000052, step_1, 2015-10-09 18:47:43.107000, 2015-10-09 18:47:51.319000, 2015-10-09 18:47:51.645000, 2015-10-09 18:47:52.194000, 2015-10-09 18:48:02.850000, 2015-10-09 18:48:04.255000
unit.000053, step_1, 2015-10-09 18:47:43.121000, 2015-10-09 18:47:51.336000, 2015-10-09 18:47:51.649000, 2015-10-09 18:47:52.215000, 2015-10-09 18:48:02.846000, 2015-10-09 18:48:04.243000
unit.000054, step_1, 2015-10-09 18:47:43.137000, 2015-10-09 18:47:51.363000, 2015-10-09 18:47:51.652000, 2015-10-09 18:47:52.243000, 2015-10-09 18:48:03.157000, 2015-10-09 18:48:04.282000
unit.000055, step_1, 2015-10-09 18:47:43.166000, 2015-10-09 18:47:51.390000, 2015-10-09 18:47:51.658000, 2015-10-09 18:47:52.276000, 2015-10-09 18:48:02.954000, 2015-10-09 18:48:04.268000
unit.000056, step_1, 2015-10-09 18:47:43.167000, 2015-10-09 18:47:51.399000, 2015-10-09 18:47:51.661000, 2015-10-09 18:47:52.335000, 2015-10-09 18:48:01.994000, 2015-10-09 18:48:04.024000
unit.000057, step_1, 2015-10-09 18:47:43.169000, 2015-10-09 18:47:51.425000, 2015-10-09 18:47:51.713000, 2015-10-09 18:47:52.486000, 2015-10-09 18:48:01.996000, 2015-10-09 18:48:04.035000
unit.000058, step_1, 2015-10-09 18:47:43.178000, 2015-10-09 18:47:51.441000, 2015-10-09 18:47:51.715000, 2015-10-09 18:47:52.509000, 2015-10-09 18:48:01.998000, 2015-10-09 18:48:04.047000
unit.000059, step_1, 2015-10-09 18:47:43.187000, 2015-10-09 18:47:51.404000, 2015-10-09 18:47:51.665000, 2015-10-09 18:47:52.368000, 2015-10-09 18:48:01.995000, 2015-10-09 18:48:04.027000
unit.000060, step_1, 2015-10-09 18:47:43.189000, 2015-10-09 18:47:51.441000, 2015-10-09 18:47:51.717000, 2015-10-09 18:47:52.534000, 2015-10-09 18:48:03.158000, 2015-10-09 18:48:04.282000
unit.000061, step_1, 2015-10-09 18:47:43.202000, 2015-10-09 18:47:51.448000, 2015-10-09 18:47:51.719000, 2015-10-09 18:47:52.579000, 2015-10-09 18:48:02.636000, 2015-10-09 18:48:04.204000
unit.000062, step_1, 2015-10-09 18:47:43.210000, 2015-10-09 18:47:51.460000, 2015-10-09 18:47:51.724000, 2015-10-09 18:47:52.643000, 2015-10-09 18:48:03.670000, 2015-10-09 18:48:04.350000
unit.000063, step_1, 2015-10-09 18:47:43.222000, 2015-10-09 18:47:51.471000, 2015-10-09 18:47:51.910000, 2015-10-09 18:47:52.707000, 2015-10-09 18:48:03.562000, 2015-10-09 18:48:04.303000
unit.000064, step_1, 2015-10-09 18:47:43.223000, 2015-10-09 18:47:51.495000, 2015-10-09 18:47:51.934000, 2015-10-09 18:47:52.835000, 2015-10-09 18:48:03.671000, 2015-10-09 18:48:04.357000
unit.000065, step_1, 2015-10-09 18:47:43.225000, 2015-10-09 18:47:51.486000, 2015-10-09 18:47:51.915000, 2015-10-09 18:47:52.758000, 2015-10-09 18:48:03.671000, 2015-10-09 18:48:04.366000
unit.000066, step_1, 2015-10-09 18:47:43.238000, 2015-10-09 18:47:51.518000, 2015-10-09 18:47:51.945000, 2015-10-09 18:47:52.994000, 2015-10-09 18:48:03.566000, 2015-10-09 18:48:04.329000
unit.000067, step_1, 2015-10-09 18:47:43.239000, 2015-10-09 18:47:51.186000, 2015-10-09 18:47:51.605000, 2015-10-09 18:47:51.946000, 2015-10-09 18:48:02.107000, 2015-10-09 18:48:04.082000
unit.000068, step_1, 2015-10-09 18:47:43.248000, 2015-10-09 18:47:51.513000, 2015-10-09 18:47:51.941000, 2015-10-09 18:47:52.951000, 2015-10-09 18:48:03.672000, 2015-10-09 18:48:04.370000
unit.000069, step_1, 2015-10-09 18:47:43.257000, 2015-10-09 18:47:51.491000, 2015-10-09 18:47:51.928000, 2015-10-09 18:47:52.782000, 2015-10-09 18:48:03.563000, 2015-10-09 18:48:04.303000
unit.000070, step_1, 2015-10-09 18:47:43.259000, 2015-10-09 18:47:51.551000, 2015-10-09 18:47:51.956000, 2015-10-09 18:47:53.076000, 2015-10-09 18:48:04.082000, 2015-10-09 18:48:05.411000
unit.000071, step_1, 2015-10-09 18:47:43.261000, 2015-10-09 18:47:51.552000, 2015-10-09 18:47:51.958000, 2015-10-09 18:47:53.096000, 2015-10-09 18:48:04.077000, 2015-10-09 18:48:05.391000
unit.000072, step_1, 2015-10-09 18:47:43.279000, 2015-10-09 18:47:51.566000, 2015-10-09 18:47:51.962000, 2015-10-09 18:47:53.170000, 2015-10-09 18:48:04.084000, 2015-10-09 18:48:05.421000
unit.000073, step_1, 2015-10-09 18:47:43.280000, 2015-10-09 18:47:51.616000, 2015-10-09 18:47:51.967000, 2015-10-09 18:47:53.241000, 2015-10-09 18:48:03.974000, 2015-10-09 18:48:05.376000
unit.000074, step_1, 2015-10-09 18:47:43.294000, 2015-10-09 18:47:51.646000, 2015-10-09 18:47:51.973000, 2015-10-09 18:47:53.341000, 2015-10-09 18:48:03.975000, 2015-10-09 18:48:05.379000
unit.000075, step_1, 2015-10-09 18:47:43.298000, 2015-10-09 18:47:45.573000, 2015-10-09 18:47:51.078000, 2015-10-09 18:47:51.092000, 2015-10-09 18:48:01.057000, 2015-10-09 18:48:02.910000
unit.000076, step_1, 2015-10-09 18:47:43.307000, 2015-10-09 18:47:50.852000, 2015-10-09 18:47:51.081000, 2015-10-09 18:47:51.102000, 2015-10-09 18:48:01.264000, 2015-10-09 18:48:02.919000
unit.000077, step_1, 2015-10-09 18:47:43.314000, 2015-10-09 18:47:50.855000, 2015-10-09 18:47:51.083000, 2015-10-09 18:47:51.111000, 2015-10-09 18:48:01.474000, 2015-10-09 18:48:02.964000
unit.000078, step_1, 2015-10-09 18:47:43.319000, 2015-10-09 18:47:50.860000, 2015-10-09 18:47:51.085000, 2015-10-09 18:47:51.119000, 2015-10-09 18:48:00.844000, 2015-10-09 18:48:02.902000
unit.000079, step_1, 2015-10-09 18:47:43.321000, 2015-10-09 18:47:50.865000, 2015-10-09 18:47:51.088000, 2015-10-09 18:47:51.127000, 2015-10-09 18:48:01.367000, 2015-10-09 18:48:02.930000
unit.000080, step_1, 2015-10-09 18:47:43.325000, 2015-10-09 18:47:50.876000, 2015-10-09 18:47:51.093000, 2015-10-09 18:47:51.144000, 2015-10-09 18:48:01.264000, 2015-10-09 18:48:02.926000
unit.000081, step_1, 2015-10-09 18:47:43.333000, 2015-10-09 18:47:50.888000, 2015-10-09 18:47:51.098000, 2015-10-09 18:47:51.161000, 2015-10-09 18:48:01.371000, 2015-10-09 18:48:02.958000
unit.000082, step_1, 2015-10-09 18:47:43.342000, 2015-10-09 18:47:50.903000, 2015-10-09 18:47:51.102000, 2015-10-09 18:47:51.178000, 2015-10-09 18:48:01.476000, 2015-10-09 18:48:02.967000
unit.000083, step_1, 2015-10-09 18:47:43.344000, 2015-10-09 18:47:51.415000, 2015-10-09 18:47:51.673000, 2015-10-09 18:47:52.423000, 2015-10-09 18:48:03.159000, 2015-10-09 18:48:04.295000
unit.000084, step_1, 2015-10-09 18:47:43.355000, 2015-10-09 18:47:51.424000, 2015-10-09 18:47:51.705000, 2015-10-09 18:47:52.446000, 2015-10-09 18:48:03.056000, 2015-10-09 18:48:04.274000
unit.000085, step_1, 2015-10-09 18:47:43.357000, 2015-10-09 18:47:50.926000, 2015-10-09 18:47:51.336000, 2015-10-09 18:47:51.347000, 2015-10-09 18:48:01.161000, 2015-10-09 18:48:02.918000
unit.000086, step_1, 2015-10-09 18:47:43.370000, 2015-10-09 18:47:50.947000, 2015-10-09 18:47:51.344000, 2015-10-09 18:47:51.393000, 2015-10-09 18:48:02.214000, 2015-10-09 18:48:04.117000
unit.000087, step_1, 2015-10-09 18:47:43.372000, 2015-10-09 18:47:50.970000, 2015-10-09 18:47:51.350000, 2015-10-09 18:47:51.421000, 2015-10-09 18:48:02.320000, 2015-10-09 18:48:04.148000
unit.000088, step_1, 2015-10-09 18:47:43.373000, 2015-10-09 18:47:50.974000, 2015-10-09 18:47:51.352000, 2015-10-09 18:47:51.429000, 2015-10-09 18:48:02.326000, 2015-10-09 18:48:04.176000
unit.000089, step_1, 2015-10-09 18:47:43.390000, 2015-10-09 18:47:50.978000, 2015-10-09 18:47:51.354000, 2015-10-09 18:47:51.437000, 2015-10-09 18:48:02.321000, 2015-10-09 18:48:04.156000
unit.000090, step_1, 2015-10-09 18:47:43.391000, 2015-10-09 18:47:51.016000, 2015-10-09 18:47:51.371000, 2015-10-09 18:47:51.495000, 2015-10-09 18:48:02.322000, 2015-10-09 18:48:04.163000
unit.000091, step_1, 2015-10-09 18:47:43.393000, 2015-10-09 18:47:51.493000, 2015-10-09 18:47:51.931000, 2015-10-09 18:47:52.811000, 2015-10-09 18:48:03.669000, 2015-10-09 18:48:04.343000
unit.000092, step_1, 2015-10-09 18:47:43.410000, 2015-10-09 18:47:51.024000, 2015-10-09 18:47:51.380000, 2015-10-09 18:47:51.503000, 2015-10-09 18:48:02.325000, 2015-10-09 18:48:04.177000
unit.000093, step_1, 2015-10-09 18:47:43.423000, 2015-10-09 18:47:50.997000, 2015-10-09 18:47:51.359000, 2015-10-09 18:47:51.462000, 2015-10-09 18:48:02.322000, 2015-10-09 18:48:04.157000
unit.000094, step_1, 2015-10-09 18:47:43.424000, 2015-10-09 18:47:51.007000, 2015-10-09 18:47:51.363000, 2015-10-09 18:47:51.479000, 2015-10-09 18:48:02.216000, 2015-10-09 18:48:04.123000
unit.000095, step_1, 2015-10-09 18:47:43.439000, 2015-10-09 18:47:51.045000, 2015-10-09 18:47:51.384000, 2015-10-09 18:47:51.557000, 2015-10-09 18:48:02.429000, 2015-10-09 18:48:04.182000
unit.000096, step_1, 2015-10-09 18:47:43.441000, 2015-10-09 18:47:51.058000, 2015-10-09 18:47:51.388000, 2015-10-09 18:47:51.582000, 2015-10-09 18:48:01.785000, 2015-10-09 18:48:02.999000
unit.000097, step_1, 2015-10-09 18:47:43.455000, 2015-10-09 18:47:51.105000, 2015-10-09 18:47:51.393000, 2015-10-09 18:47:51.610000, 2015-10-09 18:48:01.892000, 2015-10-09 18:48:04.021000
unit.000098, step_1, 2015-10-09 18:47:43.474000, 2015-10-09 18:47:51.122000, 2015-10-09 18:47:51.397000, 2015-10-09 18:47:51.644000, 2015-10-09 18:48:01.783000, 2015-10-09 18:48:02.991000
unit.000099, step_1, 2015-10-09 18:47:43.476000, 2015-10-09 18:47:51.036000, 2015-10-09 18:47:51.382000, 2015-10-09 18:47:51.548000, 2015-10-09 18:48:01.781000, 2015-10-09 18:48:02.978000
unit.000100, step_1, 2015-10-09 18:47:43.482000, 2015-10-09 18:47:51.135000, 2015-10-09 18:47:51.404000, 2015-10-09 18:47:51.748000, 2015-10-09 18:48:02.430000, 2015-10-09 18:48:04.185000
unit.000101, step_1, 2015-10-09 18:47:43.483000, 2015-10-09 18:47:51.148000, 2015-10-09 18:47:51.406000, 2015-10-09 18:47:51.778000, 2015-10-09 18:48:02.110000, 2015-10-09 18:48:04.102000
unit.000102, step_1, 2015-10-09 18:47:43.485000, 2015-10-09 18:47:51.155000, 2015-10-09 18:47:51.409000, 2015-10-09 18:47:51.804000, 2015-10-09 18:48:02.112000, 2015-10-09 18:48:04.110000
unit.000103, step_1, 2015-10-09 18:47:43.508000, 2015-10-09 18:47:51.382000, 2015-10-09 18:47:51.656000, 2015-10-09 18:47:52.265000, 2015-10-09 18:48:02.844000, 2015-10-09 18:48:04.234000
unit.000104, step_1, 2015-10-09 18:47:43.518000, 2015-10-09 18:47:51.168000, 2015-10-09 18:47:51.415000, 2015-10-09 18:47:51.884000, 2015-10-09 18:48:02.106000, 2015-10-09 18:48:04.074000
unit.000105, step_1, 2015-10-09 18:47:43.519000, 2015-10-09 18:47:51.499000, 2015-10-09 18:47:51.938000, 2015-10-09 18:47:52.897000, 2015-10-09 18:48:03.566000, 2015-10-09 18:48:04.317000
unit.000106, step_1, 2015-10-09 18:47:43.531000, 2015-10-09 18:47:51.574000, 2015-10-09 18:47:51.965000, 2015-10-09 18:47:53.211000, 2015-10-09 18:48:04.082000, 2015-10-09 18:48:05.407000
unit.000107, step_1, 2015-10-09 18:47:43.532000, 2015-10-09 18:47:45.587000, 2015-10-09 18:47:51.599000, 2015-10-09 18:47:51.892000, 2015-10-09 18:48:02.532000, 2015-10-09 18:48:04.186000
unit.000108, step_1, 2015-10-09 18:47:43.542000, 2015-10-09 18:47:50.930000, 2015-10-09 18:47:51.338000, 2015-10-09 18:47:51.356000, 2015-10-09 18:48:01.474000, 2015-10-09 18:48:02.964000
unit.000109, step_1, 2015-10-09 18:47:43.547000, 2015-10-09 18:47:50.937000, 2015-10-09 18:47:51.340000, 2015-10-09 18:47:51.364000, 2015-10-09 18:48:01.578000, 2015-10-09 18:48:02.974000
unit.000110, step_1, 2015-10-09 18:47:43.552000, 2015-10-09 18:47:51.062000, 2015-10-09 18:47:51.390000, 2015-10-09 18:47:51.591000, 2015-10-09 18:48:01.782000, 2015-10-09 18:48:02.978000
unit.000111, step_1, 2015-10-09 18:47:43.563000, 2015-10-09 18:47:50.870000, 2015-10-09 18:47:51.090000, 2015-10-09 18:47:51.136000, 2015-10-09 18:48:01.370000, 2015-10-09 18:48:02.958000
unit.000112, step_1, 2015-10-09 18:47:43.582000, 2015-10-09 18:47:50.882000, 2015-10-09 18:47:51.095000, 2015-10-09 18:47:51.152000, 2015-10-09 18:48:01.368000, 2015-10-09 18:48:02.934000
unit.000113, step_1, 2015-10-09 18:47:43.584000, 2015-10-09 18:47:50.898000, 2015-10-09 18:47:51.100000, 2015-10-09 18:47:51.170000, 2015-10-09 18:48:01.368000, 2015-10-09 18:48:02.954000
unit.000114, step_1, 2015-10-09 18:47:43.585000, 2015-10-09 18:47:50.906000, 2015-10-09 18:47:51.104000, 2015-10-09 18:47:51.186000, 2015-10-09 18:48:00.955000, 2015-10-09 18:48:02.901000
unit.000115, step_1, 2015-10-09 18:47:43.609000, 2015-10-09 18:47:50.916000, 2015-10-09 18:47:51.107000, 2015-10-09 18:47:51.195000, 2015-10-09 18:48:01.160000, 2015-10-09 18:48:02.911000
unit.000116, step_1, 2015-10-09 18:47:43.616000, 2015-10-09 18:47:51.558000, 2015-10-09 18:47:51.961000, 2015-10-09 18:47:53.144000, 2015-10-09 18:48:04.078000, 2015-10-09 18:48:05.391000
unit.000117, step_1, 2015-10-09 18:47:43.617000, 2015-10-09 18:47:50.966000, 2015-10-09 18:47:51.346000, 2015-10-09 18:47:51.403000, 2015-10-09 18:48:02.320000, 2015-10-09 18:48:04.148000
unit.000118, step_1, 2015-10-09 18:47:43.629000, 2015-10-09 18:47:50.942000, 2015-10-09 18:47:51.342000, 2015-10-09 18:47:51.385000, 2015-10-09 18:48:02.218000, 2015-10-09 18:48:04.134000
unit.000119, step_1, 2015-10-09 18:47:43.632000, 2015-10-09 18:47:51.047000, 2015-10-09 18:47:51.385000, 2015-10-09 18:47:51.565000, 2015-10-09 18:48:01.784000, 2015-10-09 18:48:02.991000
unit.000120, step_1, 2015-10-09 18:47:43.634000, 2015-10-09 18:47:51.194000, 2015-10-09 18:47:51.608000, 2015-10-09 18:47:51.972000, 2015-10-09 18:48:02.108000, 2015-10-09 18:48:04.094000
unit.000121, step_1, 2015-10-09 18:47:43.636000, 2015-10-09 18:47:50.990000, 2015-10-09 18:47:51.358000, 2015-10-09 18:47:51.454000, 2015-10-09 18:48:02.325000, 2015-10-09 18:48:04.170000
unit.000122, step_1, 2015-10-09 18:47:43.647000, 2015-10-09 18:47:51.004000, 2015-10-09 18:47:51.361000, 2015-10-09 18:47:51.471000, 2015-10-09 18:48:02.218000, 2015-10-09 18:48:04.135000
unit.000123, step_1, 2015-10-09 18:47:43.648000, 2015-10-09 18:47:50.986000, 2015-10-09 18:47:51.356000, 2015-10-09 18:47:51.446000, 2015-10-09 18:48:02.215000, 2015-10-09 18:48:04.119000
