uid, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done
unit.000307, step_1, 2015-09-29 03:16:25.698000, 2015-09-29 03:16:27.449000, 2015-09-29 03:16:27.799000, 2015-09-29 03:16:28.480000, 2015-09-29 03:16:30.858000, 2015-09-29 03:16:32.709000
unit.000308, step_1, 2015-09-29 03:16:25.707000, 2015-09-29 03:16:27.455000, 2015-09-29 03:16:27.802000, 2015-09-29 03:16:28.532000, 2015-09-29 03:16:31.361000, 2015-09-29 03:16:32.711000
unit.000309, step_1, 2015-09-29 03:16:25.708000, 2015-09-29 03:16:27.460000, 2015-09-29 03:16:28.036000, 2015-09-29 03:16:28.578000, 2015-09-29 03:16:31.362000, 2015-09-29 03:16:32.718000
unit.000310, step_1, 2015-09-29 03:16:25.710000, 2015-09-29 03:16:27.453000, 2015-09-29 03:16:27.801000, 2015-09-29 03:16:28.519000, 2015-09-29 03:16:31.365000, 2015-09-29 03:16:32.728000
unit.000311, step_1, 2015-09-29 03:16:25.712000, 2015-09-29 03:16:27.490000, 2015-09-29 03:16:28.047000, 2015-09-29 03:16:28.751000, 2015-09-29 03:16:31.571000, 2015-09-29 03:16:32.742000
unit.000312, step_1, 2015-09-29 03:16:25.718000, 2015-09-29 03:16:27.479000, 2015-09-29 03:16:28.043000, 2015-09-29 03:16:28.690000, 2015-09-29 03:16:31.369000, 2015-09-29 03:16:32.738000
unit.000313, step_1, 2015-09-29 03:16:25.719000, 2015-09-29 03:16:27.485000, 2015-09-29 03:16:28.046000, 2015-09-29 03:16:28.730000, 2015-09-29 03:16:31.571000, 2015-09-29 03:16:32.740000
unit.000314, step_1, 2015-09-29 03:16:25.726000, 2015-09-29 03:16:27.490000, 2015-09-29 03:16:28.048000, 2015-09-29 03:16:28.762000, 2015-09-29 03:16:31.575000, 2015-09-29 03:16:32.751000
unit.000315, step_1, 2015-09-29 03:16:25.728000, 2015-09-29 03:16:27.496000, 2015-09-29 03:16:28.050000, 2015-09-29 03:16:28.803000, 2015-09-29 03:16:31.572000, 2015-09-29 03:16:32.744000
unit.000316, step_1, 2015-09-29 03:16:25.730000, 2015-09-29 03:16:27.503000, 2015-09-29 03:16:28.053000, 2015-09-29 03:16:28.843000, 2015-09-29 03:16:31.577000, 2015-09-29 03:16:32.754000
unit.000317, step_1, 2015-09-29 03:16:25.736000, 2015-09-29 03:16:26.586000, 2015-09-29 03:16:27.735000, 2015-09-29 03:16:27.749000, 2015-09-29 03:16:29.710000, 2015-09-29 03:16:30.606000
unit.000318, step_1, 2015-09-29 03:16:25.742000, 2015-09-29 03:16:27.318000, 2015-09-29 03:16:27.736000, 2015-09-29 03:16:27.758000, 2015-09-29 03:16:29.713000, 2015-09-29 03:16:30.611000
unit.000319, step_1, 2015-09-29 03:16:25.744000, 2015-09-29 03:16:27.325000, 2015-09-29 03:16:27.741000, 2015-09-29 03:16:27.782000, 2015-09-29 03:16:29.715000, 2015-09-29 03:16:30.613000
unit.000320, step_1, 2015-09-29 03:16:25.746000, 2015-09-29 03:16:27.482000, 2015-09-29 03:16:28.045000, 2015-09-29 03:16:28.716000, 2015-09-29 03:16:31.574000, 2015-09-29 03:16:32.749000
unit.000321, step_1, 2015-09-29 03:16:25.750000, 2015-09-29 03:16:27.467000, 2015-09-29 03:16:28.038000, 2015-09-29 03:16:28.614000, 2015-09-29 03:16:31.366000, 2015-09-29 03:16:32.729000
unit.000322, step_1, 2015-09-29 03:16:25.752000, 2015-09-29 03:16:27.345000, 2015-09-29 03:16:27.752000, 2015-09-29 03:16:27.856000, 2015-09-29 03:16:29.818000, 2015-09-29 03:16:31.618000
unit.000323, step_1, 2015-09-29 03:16:25.757000, 2015-09-29 03:16:27.350000, 2015-09-29 03:16:27.755000, 2015-09-29 03:16:27.879000, 2015-09-29 03:16:30.526000, 2015-09-29 03:16:31.619000
unit.000324, step_1, 2015-09-29 03:16:25.759000, 2015-09-29 03:16:27.356000, 2015-09-29 03:16:27.758000, 2015-09-29 03:16:27.902000, 2015-09-29 03:16:30.643000, 2015-09-29 03:16:31.665000
unit.000325, step_1, 2015-09-29 03:16:25.760000, 2015-09-29 03:16:27.361000, 2015-09-29 03:16:27.761000, 2015-09-29 03:16:27.926000, 2015-09-29 03:16:30.645000, 2015-09-29 03:16:31.674000
unit.000326, step_1, 2015-09-29 03:16:25.766000, 2015-09-29 03:16:27.367000, 2015-09-29 03:16:27.764000, 2015-09-29 03:16:27.950000, 2015-09-29 03:16:30.528000, 2015-09-29 03:16:31.626000
unit.000327, step_1, 2015-09-29 03:16:25.767000, 2015-09-29 03:16:27.372000, 2015-09-29 03:16:27.767000, 2015-09-29 03:16:27.984000, 2015-09-29 03:16:30.536000, 2015-09-29 03:16:31.648000
unit.000328, step_1, 2015-09-29 03:16:25.775000, 2015-09-29 03:16:27.378000, 2015-09-29 03:16:27.770000, 2015-09-29 03:16:28.008000, 2015-09-29 03:16:30.640000, 2015-09-29 03:16:31.659000
unit.000329, step_1, 2015-09-29 03:16:25.777000, 2015-09-29 03:16:27.384000, 2015-09-29 03:16:27.773000, 2015-09-29 03:16:28.048000, 2015-09-29 03:16:30.640000, 2015-09-29 03:16:31.660000
unit.000330, step_1, 2015-09-29 03:16:25.778000, 2015-09-29 03:16:27.389000, 2015-09-29 03:16:27.776000, 2015-09-29 03:16:28.072000, 2015-09-29 03:16:30.530000, 2015-09-29 03:16:31.638000
unit.000331, step_1, 2015-09-29 03:16:25.780000, 2015-09-29 03:16:27.399000, 2015-09-29 03:16:27.778000, 2015-09-29 03:16:28.089000, 2015-09-29 03:16:30.645000, 2015-09-29 03:16:31.675000
unit.000332, step_1, 2015-09-29 03:16:25.781000, 2015-09-29 03:16:27.404000, 2015-09-29 03:16:27.781000, 2015-09-29 03:16:28.113000, 2015-09-29 03:16:30.531000, 2015-09-29 03:16:31.640000
unit.000333, step_1, 2015-09-29 03:16:25.787000, 2015-09-29 03:16:27.549000, 2015-09-29 03:16:28.092000, 2015-09-29 03:16:29.610000, 2015-09-29 03:16:31.993000, 2015-09-29 03:16:33.790000
unit.000334, step_1, 2015-09-29 03:16:25.794000, 2015-09-29 03:16:27.423000, 2015-09-29 03:16:27.789000, 2015-09-29 03:16:28.278000, 2015-09-29 03:16:30.849000, 2015-09-29 03:16:32.683000
unit.000335, step_1, 2015-09-29 03:16:25.796000, 2015-09-29 03:16:27.522000, 2015-09-29 03:16:28.069000, 2015-09-29 03:16:29.152000, 2015-09-29 03:16:31.891000, 2015-09-29 03:16:33.788000
unit.000336, step_1, 2015-09-29 03:16:25.799000, 2015-09-29 03:16:27.436000, 2015-09-29 03:16:27.795000, 2015-09-29 03:16:28.408000, 2015-09-29 03:16:30.851000, 2015-09-29 03:16:32.687000
unit.000337, step_1, 2015-09-29 03:16:25.801000, 2015-09-29 03:16:27.553000, 2015-09-29 03:16:28.095000, 2015-09-29 03:16:29.652000, 2015-09-29 03:16:31.886000, 2015-09-29 03:16:33.775000
unit.000338, step_1, 2015-09-29 03:16:25.806000, 2015-09-29 03:16:27.447000, 2015-09-29 03:16:27.798000, 2015-09-29 03:16:28.465000, 2015-09-29 03:16:30.852000, 2015-09-29 03:16:32.695000
unit.000339, step_1, 2015-09-29 03:16:25.808000, 2015-09-29 03:16:27.451000, 2015-09-29 03:16:27.800000, 2015-09-29 03:16:28.505000, 2015-09-29 03:16:31.361000, 2015-09-29 03:16:32.709000
unit.000340, step_1, 2015-09-29 03:16:25.810000, 2015-09-29 03:16:27.358000, 2015-09-29 03:16:27.759000, 2015-09-29 03:16:27.910000, 2015-09-29 03:16:30.639000, 2015-09-29 03:16:31.651000
unit.000341, step_1, 2015-09-29 03:16:25.811000, 2015-09-29 03:16:27.463000, 2015-09-29 03:16:28.036000, 2015-09-29 03:16:28.586000, 2015-09-29 03:16:31.368000, 2015-09-29 03:16:32.737000
unit.000342, step_1, 2015-09-29 03:16:25.818000, 2015-09-29 03:16:27.434000, 2015-09-29 03:16:27.794000, 2015-09-29 03:16:28.389000, 2015-09-29 03:16:30.854000, 2015-09-29 03:16:32.698000
unit.000343, step_1, 2015-09-29 03:16:25.819000, 2015-09-29 03:16:27.475000, 2015-09-29 03:16:28.041000, 2015-09-29 03:16:28.668000, 2015-09-29 03:16:31.366000, 2015-09-29 03:16:32.731000
unit.000344, step_1, 2015-09-29 03:16:25.823000, 2015-09-29 03:16:27.480000, 2015-09-29 03:16:28.044000, 2015-09-29 03:16:28.705000, 2015-09-29 03:16:31.570000, 2015-09-29 03:16:32.739000
unit.000345, step_1, 2015-09-29 03:16:25.824000, 2015-09-29 03:16:27.486000, 2015-09-29 03:16:28.046000, 2015-09-29 03:16:28.743000, 2015-09-29 03:16:31.576000, 2015-09-29 03:16:32.753000
unit.000346, step_1, 2015-09-29 03:16:25.826000, 2015-09-29 03:16:27.492000, 2015-09-29 03:16:28.049000, 2015-09-29 03:16:28.775000, 2015-09-29 03:16:31.572000, 2015-09-29 03:16:32.744000
unit.000347, step_1, 2015-09-29 03:16:25.828000, 2015-09-29 03:16:27.498000, 2015-09-29 03:16:28.051000, 2015-09-29 03:16:28.818000, 2015-09-29 03:16:31.575000, 2015-09-29 03:16:32.751000
unit.000348, step_1, 2015-09-29 03:16:25.830000, 2015-09-29 03:16:27.504000, 2015-09-29 03:16:28.054000, 2015-09-29 03:16:28.856000, 2015-09-29 03:16:31.573000, 2015-09-29 03:16:32.746000
unit.000349, step_1, 2015-09-29 03:16:25.831000, 2015-09-29 03:16:26.587000, 2015-09-29 03:16:28.035000, 2015-09-29 03:16:28.566000, 2015-09-29 03:16:31.365000, 2015-09-29 03:16:32.729000
unit.000350, step_1, 2015-09-29 03:16:25.833000, 2015-09-29 03:16:27.323000, 2015-09-29 03:16:27.740000, 2015-09-29 03:16:27.774000, 2015-09-29 03:16:29.607000, 2015-09-29 03:16:30.604000
unit.000351, step_1, 2015-09-29 03:16:25.835000, 2015-09-29 03:16:27.329000, 2015-09-29 03:16:27.745000, 2015-09-29 03:16:27.798000, 2015-09-29 03:16:29.711000, 2015-09-29 03:16:30.609000
unit.000352, step_1, 2015-09-29 03:16:25.837000, 2015-09-29 03:16:27.338000, 2015-09-29 03:16:27.748000, 2015-09-29 03:16:27.822000, 2015-09-29 03:16:29.819000, 2015-09-29 03:16:31.619000
unit.000353, step_1, 2015-09-29 03:16:25.838000, 2015-09-29 03:16:27.343000, 2015-09-29 03:16:27.751000, 2015-09-29 03:16:27.847000, 2015-09-29 03:16:29.397000, 2015-09-29 03:16:30.599000
unit.000354, step_1, 2015-09-29 03:16:25.840000, 2015-09-29 03:16:27.515000, 2015-09-29 03:16:28.061000, 2015-09-29 03:16:29.017000, 2015-09-29 03:16:31.880000, 2015-09-29 03:16:33.760000
unit.000355, step_1, 2015-09-29 03:16:25.842000, 2015-09-29 03:16:27.354000, 2015-09-29 03:16:27.757000, 2015-09-29 03:16:27.895000, 2015-09-29 03:16:30.638000, 2015-09-29 03:16:31.651000
unit.000356, step_1, 2015-09-29 03:16:25.843000, 2015-09-29 03:16:27.359000, 2015-09-29 03:16:27.760000, 2015-09-29 03:16:27.918000, 2015-09-29 03:16:30.527000, 2015-09-29 03:16:31.621000
unit.000357, step_1, 2015-09-29 03:16:25.845000, 2015-09-29 03:16:27.365000, 2015-09-29 03:16:27.763000, 2015-09-29 03:16:27.942000, 2015-09-29 03:16:30.639000, 2015-09-29 03:16:31.659000
unit.000358, step_1, 2015-09-29 03:16:25.847000, 2015-09-29 03:16:27.370000, 2015-09-29 03:16:27.766000, 2015-09-29 03:16:27.975000, 2015-09-29 03:16:30.529000, 2015-09-29 03:16:31.627000
unit.000359, step_1, 2015-09-29 03:16:25.849000, 2015-09-29 03:16:27.327000, 2015-09-29 03:16:27.743000, 2015-09-29 03:16:27.790000, 2015-09-29 03:16:29.388000, 2015-09-29 03:16:30.597000
unit.000360, step_1, 2015-09-29 03:16:25.850000, 2015-09-29 03:16:27.382000, 2015-09-29 03:16:27.772000, 2015-09-29 03:16:28.040000, 2015-09-29 03:16:30.530000, 2015-09-29 03:16:31.630000
unit.000361, step_1, 2015-09-29 03:16:25.852000, 2015-09-29 03:16:27.387000, 2015-09-29 03:16:27.775000, 2015-09-29 03:16:28.064000, 2015-09-29 03:16:30.641000, 2015-09-29 03:16:31.661000
unit.000362, step_1, 2015-09-29 03:16:25.854000, 2015-09-29 03:16:27.391000, 2015-09-29 03:16:27.777000, 2015-09-29 03:16:28.081000, 2015-09-29 03:16:30.534000, 2015-09-29 03:16:31.645000
unit.000363, step_1, 2015-09-29 03:16:25.856000, 2015-09-29 03:16:27.403000, 2015-09-29 03:16:27.780000, 2015-09-29 03:16:28.105000, 2015-09-29 03:16:30.535000, 2015-09-29 03:16:31.645000
unit.000364, step_1, 2015-09-29 03:16:25.857000, 2015-09-29 03:16:27.507000, 2015-09-29 03:16:28.056000, 2015-09-29 03:16:28.916000, 2015-09-29 03:16:31.574000, 2015-09-29 03:16:32.749000
unit.000365, step_1, 2015-09-29 03:16:25.859000, 2015-09-29 03:16:27.519000, 2015-09-29 03:16:28.065000, 2015-09-29 03:16:29.090000, 2015-09-29 03:16:31.881000, 2015-09-29 03:16:33.760000
unit.000366, step_1, 2015-09-29 03:16:25.861000, 2015-09-29 03:16:27.421000, 2015-09-29 03:16:27.789000, 2015-09-29 03:16:28.254000, 2015-09-29 03:16:30.856000, 2015-09-29 03:16:32.706000
unit.000367, step_1, 2015-09-29 03:16:25.862000, 2015-09-29 03:16:27.533000, 2015-09-29 03:16:28.079000, 2015-09-29 03:16:29.363000, 2015-09-29 03:16:31.888000, 2015-09-29 03:16:33.779000
unit.000368, step_1, 2015-09-29 03:16:25.865000, 2015-09-29 03:16:27.542000, 2015-09-29 03:16:28.089000, 2015-09-29 03:16:29.544000, 2015-09-29 03:16:31.891000, 2015-09-29 03:16:33.786000
unit.000369, step_1, 2015-09-29 03:16:25.867000, 2015-09-29 03:16:27.465000, 2015-09-29 03:16:28.037000, 2015-09-29 03:16:28.605000, 2015-09-29 03:16:31.363000, 2015-09-29 03:16:32.718000
unit.000370, step_1, 2015-09-29 03:16:25.869000, 2015-09-29 03:16:27.341000, 2015-09-29 03:16:27.750000, 2015-09-29 03:16:27.837000, 2015-09-29 03:16:29.714000, 2015-09-29 03:16:30.613000
unit.000371, step_1, 2015-09-29 03:16:25.870000, 2015-09-29 03:16:27.374000, 2015-09-29 03:16:27.768000, 2015-09-29 03:16:27.992000, 2015-09-29 03:16:30.529000, 2015-09-29 03:16:31.629000
unit.000372, step_1, 2015-09-29 03:16:25.872000, 2015-09-29 03:16:27.414000, 2015-09-29 03:16:27.785000, 2015-09-29 03:16:28.190000, 2015-09-29 03:16:30.642000, 2015-09-29 03:16:31.663000
unit.000373, step_1, 2015-09-29 03:16:25.873000, 2015-09-29 03:16:27.469000, 2015-09-29 03:16:28.039000, 2015-09-29 03:16:28.622000, 2015-09-29 03:16:31.363000, 2015-09-29 03:16:32.719000
unit.000374, step_1, 2015-09-29 03:16:25.875000, 2015-09-29 03:16:27.473000, 2015-09-29 03:16:28.041000, 2015-09-29 03:16:28.658000, 2015-09-29 03:16:31.364000, 2015-09-29 03:16:32.720000
unit.000375, step_1, 2015-09-29 03:16:25.876000, 2015-09-29 03:16:27.511000, 2015-09-29 03:16:28.059000, 2015-09-29 03:16:28.968000, 2015-09-29 03:16:31.880000, 2015-09-29 03:16:33.758000
unit.000376, step_1, 2015-09-29 03:16:25.878000, 2015-09-29 03:16:27.521000, 2015-09-29 03:16:28.067000, 2015-09-29 03:16:29.133000, 2015-09-29 03:16:31.881000, 2015-09-29 03:16:33.762000
unit.000377, step_1, 2015-09-29 03:16:25.880000, 2015-09-29 03:16:27.526000, 2015-09-29 03:16:28.073000, 2015-09-29 03:16:29.233000, 2015-09-29 03:16:31.890000, 2015-09-29 03:16:33.784000
unit.000378, step_1, 2015-09-29 03:16:25.881000, 2015-09-29 03:16:27.538000, 2015-09-29 03:16:28.084000, 2015-09-29 03:16:29.460000, 2015-09-29 03:16:31.993000, 2015-09-29 03:16:33.792000
unit.000379, step_1, 2015-09-29 03:16:25.883000, 2015-09-29 03:16:27.548000, 2015-09-29 03:16:28.091000, 2015-09-29 03:16:29.582000, 2015-09-29 03:16:31.889000, 2015-09-29 03:16:33.781000
unit.000380, step_1, 2015-09-29 03:16:25.884000, 2015-09-29 03:16:27.336000, 2015-09-29 03:16:27.747000, 2015-09-29 03:16:27.814000, 2015-09-29 03:16:29.817000, 2015-09-29 03:16:31.617000
unit.000381, step_1, 2015-09-29 03:16:25.886000, 2015-09-29 03:16:27.369000, 2015-09-29 03:16:27.765000, 2015-09-29 03:16:27.958000, 2015-09-29 03:16:30.534000, 2015-09-29 03:16:31.642000
unit.000382, step_1, 2015-09-29 03:16:25.888000, 2015-09-29 03:16:27.406000, 2015-09-29 03:16:27.782000, 2015-09-29 03:16:28.126000, 2015-09-29 03:16:30.536000, 2015-09-29 03:16:31.649000
unit.000383, step_1, 2015-09-29 03:16:25.889000, 2015-09-29 03:16:27.331000, 2015-09-29 03:16:27.746000, 2015-09-29 03:16:27.806000, 2015-09-29 03:16:29.605000, 2015-09-29 03:16:30.601000
unit.000384, step_1, 2015-09-29 03:16:25.891000, 2015-09-29 03:16:27.540000, 2015-09-29 03:16:28.087000, 2015-09-29 03:16:29.529000, 2015-09-29 03:16:31.884000, 2015-09-29 03:16:33.771000
unit.000385, step_1, 2015-09-29 03:16:25.892000, 2015-09-29 03:16:27.510000, 2015-09-29 03:16:28.058000, 2015-09-29 03:16:28.943000, 2015-09-29 03:16:31.578000, 2015-09-29 03:16:32.756000
unit.000386, step_1, 2015-09-29 03:16:25.894000, 2015-09-29 03:16:27.520000, 2015-09-29 03:16:28.066000, 2015-09-29 03:16:29.113000, 2015-09-29 03:16:31.887000, 2015-09-29 03:16:33.777000
unit.000387, step_1, 2015-09-29 03:16:25.896000, 2015-09-29 03:16:27.526000, 2015-09-29 03:16:28.072000, 2015-09-29 03:16:29.208000, 2015-09-29 03:16:31.882000, 2015-09-29 03:16:33.767000
unit.000388, step_1, 2015-09-29 03:16:25.897000, 2015-09-29 03:16:27.534000, 2015-09-29 03:16:28.080000, 2015-09-29 03:16:29.390000, 2015-09-29 03:16:31.890000, 2015-09-29 03:16:33.785000
unit.000389, step_1, 2015-09-29 03:16:25.899000, 2015-09-29 03:16:27.542000, 2015-09-29 03:16:28.089000, 2015-09-29 03:16:29.563000, 2015-09-29 03:16:31.885000, 2015-09-29 03:16:33.773000
unit.000390, step_1, 2015-09-29 03:16:25.900000, 2015-09-29 03:16:27.553000, 2015-09-29 03:16:28.097000, 2015-09-29 03:16:29.680000, 2015-09-29 03:16:31.891000, 2015-09-29 03:16:33.786000
unit.000391, step_1, 2015-09-29 03:16:25.902000, 2015-09-29 03:16:27.347000, 2015-09-29 03:16:27.753000, 2015-09-29 03:16:27.863000, 2015-09-29 03:16:29.712000, 2015-09-29 03:16:30.611000
unit.000392, step_1, 2015-09-29 03:16:25.904000, 2015-09-29 03:16:27.380000, 2015-09-29 03:16:27.771000, 2015-09-29 03:16:28.017000, 2015-09-29 03:16:30.646000, 2015-09-29 03:16:31.677000
unit.000393, step_1, 2015-09-29 03:16:25.905000, 2015-09-29 03:16:27.419000, 2015-09-29 03:16:27.788000, 2015-09-29 03:16:28.214000, 2015-09-29 03:16:30.849000, 2015-09-29 03:16:32.682000
unit.000394, step_1, 2015-09-29 03:16:25.907000, 2015-09-29 03:16:27.458000, 2015-09-29 03:16:27.804000, 2015-09-29 03:16:28.556000, 2015-09-29 03:16:31.362000, 2015-09-29 03:16:32.716000
unit.000395, step_1, 2015-09-29 03:16:25.908000, 2015-09-29 03:16:27.495000, 2015-09-29 03:16:28.050000, 2015-09-29 03:16:28.789000, 2015-09-29 03:16:31.577000, 2015-09-29 03:16:32.755000
unit.000396, step_1, 2015-09-29 03:16:25.910000, 2015-09-29 03:16:27.412000, 2015-09-29 03:16:27.784000, 2015-09-29 03:16:28.181000, 2015-09-29 03:16:30.644000, 2015-09-29 03:16:31.669000
unit.000397, step_1, 2015-09-29 03:16:25.912000, 2015-09-29 03:16:27.551000, 2015-09-29 03:16:28.094000, 2015-09-29 03:16:29.633000, 2015-09-29 03:16:31.889000, 2015-09-29 03:16:33.782000
unit.000398, step_1, 2015-09-29 03:16:25.914000, 2015-09-29 03:16:27.528000, 2015-09-29 03:16:28.074000, 2015-09-29 03:16:29.251000, 2015-09-29 03:16:31.883000, 2015-09-29 03:16:33.768000
unit.000399, step_1, 2015-09-29 03:16:25.915000, 2015-09-29 03:16:27.432000, 2015-09-29 03:16:27.793000, 2015-09-29 03:16:28.357000, 2015-09-29 03:16:30.851000, 2015-09-29 03:16:32.686000
unit.000400, step_1, 2015-09-29 03:16:25.917000, 2015-09-29 03:16:27.441000, 2015-09-29 03:16:27.795000, 2015-09-29 03:16:28.419000, 2015-09-29 03:16:30.856000, 2015-09-29 03:16:32.707000
unit.000401, step_1, 2015-09-29 03:16:25.919000, 2015-09-29 03:16:27.321000, 2015-09-29 03:16:27.738000, 2015-09-29 03:16:27.766000, 2015-09-29 03:16:29.710000, 2015-09-29 03:16:30.607000
unit.000402, step_1, 2015-09-29 03:16:25.920000, 2015-09-29 03:16:27.536000, 2015-09-29 03:16:28.081000, 2015-09-29 03:16:29.411000, 2015-09-29 03:16:31.992000, 2015-09-29 03:16:33.790000
unit.000403, step_1, 2015-09-29 03:16:25.922000, 2015-09-29 03:16:27.514000, 2015-09-29 03:16:28.060000, 2015-09-29 03:16:28.992000, 2015-09-29 03:16:31.886000, 2015-09-29 03:16:33.775000
unit.000404, step_1, 2015-09-29 03:16:25.927000, 2015-09-29 03:16:27.410000, 2015-09-29 03:16:27.784000, 2015-09-29 03:16:28.173000, 2015-09-29 03:16:30.532000, 2015-09-29 03:16:31.640000
unit.000405, step_1, 2015-09-29 03:16:25.928000, 2015-09-29 03:16:27.471000, 2015-09-29 03:16:28.040000, 2015-09-29 03:16:28.645000, 2015-09-29 03:16:31.367000, 2015-09-29 03:16:32.736000
unit.000406, step_1, 2015-09-29 03:16:25.935000, 2015-09-29 03:16:27.505000, 2015-09-29 03:16:28.055000, 2015-09-29 03:16:28.898000, 2015-09-29 03:16:31.576000, 2015-09-29 03:16:32.752000
unit.000407, step_1, 2015-09-29 03:16:25.936000, 2015-09-29 03:16:27.518000, 2015-09-29 03:16:28.063000, 2015-09-29 03:16:29.045000, 2015-09-29 03:16:31.890000, 2015-09-29 03:16:33.783000
unit.000408, step_1, 2015-09-29 03:16:25.938000, 2015-09-29 03:16:27.457000, 2015-09-29 03:16:27.803000, 2015-09-29 03:16:28.544000, 2015-09-29 03:16:31.367000, 2015-09-29 03:16:32.732000
unit.000409, step_1, 2015-09-29 03:16:25.947000, 2015-09-29 03:16:27.531000, 2015-09-29 03:16:28.078000, 2015-09-29 03:16:29.342000, 2015-09-29 03:16:31.892000, 2015-09-29 03:16:33.789000
unit.000410, step_1, 2015-09-29 03:16:25.948000, 2015-09-29 03:16:27.538000, 2015-09-29 03:16:28.085000, 2015-09-29 03:16:29.480000, 2015-09-29 03:16:31.884000, 2015-09-29 03:16:33.771000
unit.000411, step_1, 2015-09-29 03:16:25.950000, 2015-09-29 03:16:27.430000, 2015-09-29 03:16:27.792000, 2015-09-29 03:16:28.341000, 2015-09-29 03:16:30.857000, 2015-09-29 03:16:32.708000
unit.000412, step_1, 2015-09-29 03:16:25.951000, 2015-09-29 03:16:27.352000, 2015-09-29 03:16:27.756000, 2015-09-29 03:16:27.887000, 2015-09-29 03:16:30.533000, 2015-09-29 03:16:31.642000
unit.000413, step_1, 2015-09-29 03:16:25.953000, 2015-09-29 03:16:27.386000, 2015-09-29 03:16:27.774000, 2015-09-29 03:16:28.056000, 2015-09-29 03:16:30.643000, 2015-09-29 03:16:31.669000
